iter	Logloss
114	0.5271747085
115	0.5269877383
116	0.5264520742
117	0.525376303
118	0.5241378672
119	0.5239760912
120	0.523469437
121	0.5233745668
122	0.5232240811
123	0.522154896
124	0.5211962099
125	0.5210623984
126	0.5205463878
127	0.5203944909
128	0.52025885
129	0.5190480651
130	0.5177401101
131	0.5166886445
132	0.5155217665
133	0.515276672
134	0.5152085117
135	0.513977812
136	0.5139204717
137	0.513172225
138	0.5130751071
139	0.5129686852
140	0.5128178336
141	0.5117932872
142	0.5117061006
143	0.5106636778
144	0.5100155807
145	0.5090799979
146	0.5083795784
147	0.5079331917
148	0.5073457802
149	0.5065948155
150	0.506474751
151	0.5056561488
152	0.5053233973
153	0.5045439976
154	0.503899664
155	0.5035668079
156	0.5034916435
157	0.5033908667
158	0.503010288
159	0.5021058583
160	0.5013115616
161	0.5008729109
162	0.5001342296
163	0.4993244611
164	0.498831763
165	0.4985530065
166	0.4980654832
167	0.4977003242
168	0.4972640778
169	0.4966554446
170	0.4961222895
171	0.4956923678
172	0.4950611539
173	0.4942947173
174	0.4937839338
175	0.4930873822
176	0.4925441912
177	0.4924403305
178	0.4923598346
179	0.4921364321
180	0.4914568161
181	0.4909440986
182	0.4908765133
183	0.4907817999
184	0.4903657298
185	0.4898208139
186	0.4897655121
187	0.489553975
188	0.4890965592
189	0.4886056383
190	0.4880709673
191	0.4880292558
192	0.487663365
193	0.4874439873
194	0.4870954502
195	0.4869673885
196	0.4865933435
197	0.4858131076
198	0.4852005019
199	0.4845862758
200	0.4843890607
201	0.4837295164
202	0.4834554119
203	0.4831041045
204	0.4827522744
205	0.4822141013
206	0.481746127
207	0.4813322522
208	0.4812916906
209	0.480955437
210	0.4808966331
211	0.4804462739
212	0.4803783227
213	0.479960005
214	0.4796144996
215	0.4795613931
216	0.4789196207
217	0.4787048428
218	0.4784294316
219	0.4781263172
220	0.4780411169
221	0.4775504051
222	0.4770848352
223	0.4765234542
224	0.4757407093
225	0.4756981092
226	0.4756063228
227	0.4755481462
228	0.4752167537
229	0.4750694043
230	0.4743753094
231	0.4739700593
232	0.4737087087
233	0.4732455955
234	0.4728839386
235	0.4728390909
236	0.4725109914
237	0.4722179651
238	0.4717665604
239	0.471717322
240	0.4716299786
241	0.4713612057
242	0.4712355484
243	0.471070793
244	0.4709661482
245	0.4706914688
246	0.4703265188
247	0.4698816479
248	0.4698084175
249	0.469438136
250	0.4691481937
251	0.4689731411
252	0.4687644788
253	0.4686955868
254	0.4684677414
255	0.4681402169
256	0.4676244677
257	0.4674860564
258	0.4670527895
259	0.4669955014
260	0.4667972409
261	0.4665517282
262	0.466065982
263	0.4659556398
264	0.4653955656
265	0.4650033307
266	0.4647734467
267	0.4643704964
268	0.4643327051
269	0.4641335037
270	0.4640460558
271	0.4639953538
272	0.4637941139
273	0.463545465
274	0.4633651853
275	0.4632865711
276	0.4628072542
277	0.4625248388
278	0.4624568876
279	0.4624190441
280	0.4622422665
281	0.4620271228
282	0.4619053334
283	0.4616163319
284	0.4614787047
285	0.461443736
286	0.4613962748
287	0.4612093569
288	0.4611255679
289	0.4610610665
290	0.4605716615
291	0.4602494685
292	0.4601908737
293	0.4598657014
294	0.4596055007
295	0.4593785962
296	0.4589812911
297	0.4587761309
298	0.4586900943
299	0.458655021
300	0.4584632943
301	0.4584336048
302	0.4581300723
303	0.4578132631
304	0.4577630316
305	0.4575263002
306	0.4572325945
307	0.4569694667
308	0.4568670173
309	0.4567507163
310	0.4565382906
311	0.4563862891
312	0.4559359298
313	0.4557363625
314	0.4556870718
315	0.4555005198
316	0.4552620635
317	0.4551894081
318	0.4550360998
319	0.4549893181
320	0.454948077
321	0.4546932602
322	0.4546524895
323	0.4546095234
324	0.4544720531
325	0.4540765774
326	0.4537727835
327	0.4536719022
328	0.4534663238
329	0.4532855738
330	0.4530323774
331	0.4528885823
332	0.4527817422
333	0.4525729753
334	0.4525294866
335	0.452355009
336	0.4522505733
337	0.4520713914
338	0.4520252368
339	0.4517650885
340	0.4516042011
341	0.4513593156
342	0.4511810223
343	0.4510256232
344	0.45092631
345	0.4508331124
346	0.4506342769
347	0.4505944993
348	0.4503963956
349	0.4502615387
350	0.4500620237
351	0.449903018
352	0.4498734854
353	0.4497041825
354	0.4495415702
355	0.4494115744
356	0.4491892174
357	0.4491281659
358	0.4490819068
359	0.4490405612
360	0.4489891797
361	0.4488200859
362	0.4487071824
363	0.4485640668
364	0.4483680539
365	0.4483170383
366	0.448149199
367	0.4480118331
368	0.4478075092
369	0.4477634455
370	0.4475126013
371	0.4473146544
372	0.447160928
373	0.4469396163
374	0.4467654523
375	0.446580782
376	0.446293035
377	0.4462085143
378	0.4460361797
379	0.4457594095
380	0.4456880608
381	0.445646506
382	0.4454829006
383	0.4452757018
384	0.4451686527
385	0.4451422562
386	0.4449429503
387	0.4448137909
388	0.4446997897
389	0.4445567787
390	0.4443924415
391	0.4441915152
392	0.4441407609
393	0.4441139463
394	0.444091052
395	0.4440098243
396	0.4439412459
397	0.443901991
398	0.4437727793
399	0.4436428358
400	0.4435121083
401	0.4433652293
402	0.4432536326
403	0.4431965013
404	0.4431454334
405	0.4428726357
406	0.4426493901
407	0.442537532
408	0.4424089476
409	0.4423445508
410	0.4422376584
411	0.4421810499
412	0.4420454089
413	0.4419801236
414	0.4418633521
415	0.4417277635
416	0.4416262026
417	0.4415420478
418	0.4413865964
419	0.4412892695
420	0.4410651352
421	0.4409062864
422	0.440850671
423	0.440686961
424	0.4406106989
425	0.4405236169
426	0.4404308374
427	0.4402968691
428	0.4402678592
429	0.4401688074
430	0.4401001244
431	0.4400319119
432	0.4399085545
433	0.4398377285
434	0.43972655
435	0.439655933
436	0.4394807236
437	0.439359457
438	0.4391562308
439	0.4390176104
440	0.43896257
441	0.438931992
442	0.4387495693
443	0.4387231729
444	0.4385973587
445	0.4384122441
446	0.4383267825
447	0.4381154283
448	0.4379886733
449	0.4378714575
450	0.4377477081
451	0.4376915438
452	0.4376207701
453	0.4374402291
454	0.4373231179
455	0.437156899
456	0.4371260335
457	0.4370159788
458	0.4369733264
459	0.4369280343
460	0.4368031087
461	0.4367049193
462	0.4366821296
463	0.4366345638
464	0.4365581187
465	0.4365061361
466	0.4364719514
467	0.4362599439
468	0.4362223355
469	0.4362006957
470	0.4360772076
471	0.4359917982
472	0.4358777448
473	0.4358453896
474	0.4357360928
475	0.4355565972
476	0.4354991263
477	0.4353898294
478	0.4353224271
479	0.4352082692
480	0.4349972548
481	0.4349441222
482	0.4348837502
483	0.4347871551
484	0.434696388
485	0.4345843993
486	0.434432633
487	0.4344160895
488	0.434368184
489	0.4342841598
490	0.4342512819
491	0.434081404
492	0.4340243512
493	0.4339746684
494	0.4339400918
495	0.433869501
496	0.4337610144
497	0.4336120184
498	0.4335556451
499	0.4333673159
500	0.4332858006
501	0.4332126747
502	0.4331479382
503	0.4331328322
504	0.4330122189
505	0.4329442155
506	0.4329201451
507	0.4328511224
508	0.4326704769
509	0.4325109746
510	0.432325651
511	0.4321963608
512	0.4321525585
513	0.4320869595
514	0.432070024
515	0.4320368063
516	0.43198681
517	0.4319267516
518	0.4317863541
519	0.4317358873
520	0.4316294392
521	0.4315035205
522	0.4313786995
523	0.4312922186
524	0.4311385183
525	0.4311170614
526	0.4308931624
527	0.4308558938
528	0.4308287395
529	0.430798658
530	0.4307286161
531	0.430685833
532	0.430630296
533	0.4305810314
534	0.4305576144
535	0.4305378563
536	0.4304834693
537	0.4304072333
538	0.4303515134
539	0.4302762183
540	0.4301897635
541	0.4301082221
542	0.4300844131
543	0.4300183959
544	0.4300034728
545	0.429961134
546	0.429922611
547	0.4298729021
548	0.4298422195
549	0.4298164765
550	0.4297990444
551	0.4297598157
552	0.4296608161
553	0.4295353678
554	0.4294931597
555	0.429451213
556	0.4294224383
557	0.4293321416
558	0.4292963628
559	0.4292295093
560	0.4291875625
561	0.4291006112
562	0.4289624613
563	0.4289154966
564	0.4288288589
565	0.428751865
566	0.4287016073
567	0.4286701929
568	0.428634597
569	0.4285139576
570	0.4284438372
571	0.4283704239
572	0.4282374748
573	0.4282016175
574	0.4281243884
575	0.4280438141
576	0.4279494404
577	0.4279229656
578	0.4278108984
579	0.4277625486
580	0.4277224313
581	0.4275743239
582	0.4274788264
583	0.4274406692
584	0.4272966912
585	0.4270748569
586	0.4269452009
587	0.4268516635
588	0.4267735719
589	0.4267504685
590	0.4266649024
591	0.4266369379
592	0.4264919144
593	0.4264683929
594	0.4264459429
595	0.4264067142
596	0.4263036898
597	0.4262302503
598	0.4261149685
599	0.4260373474
600	0.4260191574
601	0.425997413
602	0.4259428692
603	0.4259099652
604	0.4258141279
605	0.4257601329
606	0.4256475953
607	0.4255793306
608	0.4255520456
609	0.425484408
610	0.4254651204
611	0.4253954704
612	0.4253641606
613	0.4252767912
614	0.4251700817
615	0.42507299
616	0.4250473254
617	0.4249558527
618	0.4248889208
619	0.4248577678
620	0.4248369643
621	0.4247736129
622	0.4247415713
623	0.4247233552
624	0.42465577
625	0.4246071849
626	0.4245546534
627	0.4245317591
628	0.4245008675
629	0.4244046121
630	0.424314995
631	0.424276106
632	0.4241419286
633	0.4240868359
634	0.4240021322
635	0.4238655765
636	0.4238025649
637	0.4237818921
638	0.4237593114
639	0.4237347183
640	0.4237130523
641	0.4236405014
642	0.4236056111
643	0.4234423716
644	0.4233601768
645	0.4233177596
646	0.4231106132
647	0.4230697379
648	0.4230494571
649	0.4230173372
650	0.4229868375
651	0.4229374162
652	0.4228751625
653	0.4228529477
654	0.4228285114
655	0.4227946926
656	0.4227296163
657	0.422605893
658	0.4224910033
659	0.4224629081
660	0.4223663129
661	0.4223040069
662	0.4222456212
663	0.4222252359
664	0.4221857458
665	0.4221001012
666	0.422070647
667	0.422011817
668	0.4219916146
669	0.4219805334
670	0.4219576652
671	0.4218767772
672	0.4218410244
673	0.4217399863
674	0.4216867753
675	0.4216289907
676	0.4215715197
677	0.421480622
678	0.4214603935
679	0.4213825633
680	0.4213072943
681	0.42127588
682	0.4211911763
683	0.4211437673
684	0.4210782467
685	0.4209582345
686	0.4209315506
687	0.4209011555
688	0.4208358963
689	0.4208127145
690	0.4207446327
691	0.4206773872
692	0.420508032
693	0.4204714691
694	0.4204427467
695	0.4203729661
696	0.4203391473
697	0.4202312095
698	0.4201883219
699	0.4201668127
700	0.4200765423
701	0.4200476108
702	0.4199899307
703	0.4199050963
704	0.4198283899
705	0.4197195897
706	0.4196772247
707	0.4195929653
708	0.4195192122
709	0.4194995586
710	0.4194596765
711	0.4194155083
712	0.4193406575
713	0.4193239572
714	0.4192845717
715	0.4192168819
716	0.4191621812
717	0.4191301135
718	0.4191051284
719	0.4190192224
720	0.4189809869
721	0.4188738331
722	0.4187877704
723	0.4187548402
724	0.4187326515
725	0.4187129196
726	0.4186788133
727	0.4185631657
728	0.4184787495
729	0.418447309
730	0.4184349471
731	0.4183512104
732	0.418302939
733	0.4182654352
734	0.418204645
735	0.4181847824
736	0.4181540214
737	0.4181377393
738	0.4181094089
739	0.4180851817
740	0.4180239734
741	0.4179873843
742	0.4179588187
743	0.4179397401
744	0.4178991262
745	0.4178301819
746	0.4177792708
747	0.417753371
748	0.4177310255
749	0.417706929
750	0.4176923456
751	0.4176578212
752	0.4176176255
753	0.4175905496
754	0.4175134251
755	0.4174581494
756	0.4173387122
757	0.4173022015
758	0.417262032
759	0.417238824
760	0.4171148916
761	0.4170070322
762	0.4169859674
763	0.4169654252
764	0.4169146971
765	0.4168595521
766	0.4167389127
767	0.416721559
768	0.4166951103
769	0.4166297988
770	0.4166152416
771	0.4166009718
772	0.4165432395
773	0.4165024688
774	0.4164307281
775	0.4163836589
776	0.4163557205
777	0.4163334273
778	0.4163134601
779	0.4162845809
780	0.4162125265
781	0.4160959119
782	0.4160784014
783	0.4160501755
784	0.4159851254
785	0.4159447729
786	0.4158904381
787	0.4158399974
788	0.4158227483
789	0.4157955678
790	0.4157210045
791	0.4156964898
792	0.4156670879
793	0.415604991
794	0.4155498722
795	0.4154295986
796	0.4154042999
797	0.4153699846
798	0.4153435882
799	0.415262282
800	0.415238865
801	0.4152286985
802	0.4151518614
803	0.4150620613
804	0.4149950249
805	0.4149499681
806	0.4148933596
807	0.4148372737
808	0.4148193451
809	0.4147676238
810	0.4147191694
811	0.4146817179
812	0.4146257105
813	0.4146021366
814	0.4145786151
815	0.4145589877
816	0.4145372694
817	0.4145171454
818	0.4144883446
819	0.4144187992
820	0.414397473
821	0.4143319263
822	0.4142902147
823	0.4142050929
824	0.4141826951
825	0.4141567169
826	0.4141265832
827	0.4140981744
828	0.4140697917
829	0.4140052642
830	0.4139882764
831	0.413962638
832	0.4139205082
833	0.4138780649
834	0.4138520344
835	0.4138226325
836	0.4137997904
837	0.4137618162
838	0.4137251748
839	0.4136341464
840	0.4135827649
841	0.413551821
842	0.4135300244
843	0.4135102401
844	0.4134489534
845	0.4134300839
846	0.4134174084
847	0.4133223552
848	0.4132604413
849	0.4132406048
850	0.413201559
851	0.4130841603
852	0.413025278
853	0.4130021485
854	0.412978836
855	0.4129622141
856	0.412943998
857	0.4128623521
858	0.4128155442
859	0.4128022937
860	0.4127854628
861	0.4127600856
862	0.4127428888
863	0.4127204387
864	0.412658368
865	0.4126266923
866	0.4126043207
867	0.4125842228
868	0.4125596036
869	0.412528137
870	0.4124936126
871	0.412414162
872	0.4124016695
873	0.4123462893
874	0.4122284724
875	0.41221368
876	0.4121235925
877	0.4120881272
878	0.4120045473
879	0.4119577655
880	0.4119088669
881	0.4118878543
882	0.4118272471
883	0.4117069474
884	0.4116810476
885	0.4116378202
886	0.4116212767
887	0.4115871443
888	0.4115608786
889	0.4115086085
890	0.4114823689
891	0.4114588735
892	0.4114378609
893	0.4114248195
894	0.4113701188
895	0.4113528958
896	0.4113363785
897	0.4113122558
898	0.4112819653
899	0.4112462909
900	0.4112285191
901	0.4111339886
902	0.4110959098
903	0.4110743484
904	0.411032088
905	0.4110187591
906	0.4109577076
907	0.4109145064
908	0.4108839022
909	0.4108104105
910	0.4107655627
911	0.4106310194
912	0.4106022447
913	0.4105449044
914	0.4104979397
915	0.4104385347
916	0.4103486824
917	0.4103147068
918	0.4102937204
919	0.4102623845
920	0.4102012546
921	0.410140386
922	0.4100944667
923	0.4100704486
924	0.4100592367
925	0.410033755
926	0.4099768851
927	0.4099587474
928	0.40994223
929	0.409907392
930	0.4098364353
931	0.4098076345
932	0.4097827278
933	0.4097642764
934	0.4097089747
935	0.4096833623
936	0.4096343068
937	0.4095353333
938	0.4095125436
939	0.4094854415
940	0.4094521977
941	0.40942439
942	0.4094055205
943	0.4093619795
944	0.4092000467
945	0.4091799227
946	0.4090839548
947	0.4090438375
948	0.4090183819
949	0.4089923253
950	0.4089264911
951	0.4089131361
952	0.4088926462
953	0.4088700132
954	0.4088073152
955	0.4087671718
956	0.4087425526
957	0.4086973389
958	0.4086740003
959	0.408618202
960	0.408599437
961	0.4085881989
962	0.4085234624
963	0.4085070234
964	0.4084927798
965	0.4084616268
966	0.4084470957
967	0.4084075273
968	0.4083768709
969	0.4083419283
970	0.4082814256
971	0.4082657969
972	0.4082391391
973	0.4082009819
974	0.4081801523
975	0.4081585909
976	0.4080732076
977	0.4080555665
978	0.4079814475
979	0.4079580566
980	0.4079363645
981	0.4079208141
982	0.4078971619
983	0.4078822911
984	0.407857907
985	0.4078438725
986	0.40778959
987	0.4076666246
988	0.4076534786
989	0.4076335899
990	0.4075898398
991	0.407560464
992	0.4075373083
993	0.4075230647
994	0.4075019737
995	0.4074586941
996	0.4074313829
997	0.4074125657
998	0.4073937485
999	0.4073714291
